English (en),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,clean_name
conversing,0,0,0,0,0,0,0,0,converse
conversion,0,0,0,0,0,0,0,0,conversion
convert,0,0,0,0,0,0,0,0,convert
converted,0,0,0,0,0,0,0,0,convert
convertible,0,0,0,0,0,0,0,0,convertible
convex,0,0,0,0,0,0,0,0,convex
convexity,0,0,0,0,0,0,0,0,convexity
convey,0,0,0,0,0,0,0,0,convey
conveyance,0,0,0,0,0,0,0,0,conveyance
conveyancing,0,0,0,0,0,0,0,1,conveyancing
convict,1,0,1,1,0,1,0,0,convict
conviction,0,0,0,0,0,0,0,0,conviction
convince,0,1,0,0,0,0,0,1,convince
convinced,0,0,0,0,0,0,0,1,convince
convincing,0,0,0,0,0,0,0,1,convincing
convocation,0,0,0,0,0,0,0,0,convocation
convoluted,0,0,0,0,0,0,0,0,convolute
convolution,0,0,0,0,0,0,0,0,convolution
convoy,0,0,0,0,0,0,0,0,convoy
coo,0,0,0,0,0,0,0,0,coo
cook,0,0,0,0,0,0,0,0,cook
cookery,0,0,0,0,0,0,0,0,cookery
cooking,0,0,0,0,0,0,0,0,cooking
cool,0,0,0,0,0,0,0,0,cool
cooler,0,0,0,0,0,0,0,0,cooler
cooling,0,0,0,0,0,0,0,0,cool
coolness,0,0,0,0,0,0,0,0,coolness
coop,1,0,1,0,0,0,0,0,coop
cooperate,0,0,0,0,0,0,0,0,cooperate
cooperating,0,0,0,0,0,0,0,1,cooperate
cooperation,0,0,0,0,0,0,0,1,cooperation
cooperative,0,0,0,0,0,0,0,1,cooperative
coordinate,0,0,0,0,0,0,0,0,coordinate
cop,0,0,0,1,0,0,0,1,cop
copious,0,0,0,0,0,0,0,0,copious
copper,0,0,0,0,0,0,0,0,copper
copy,0,0,0,0,0,0,0,0,copy
copycat,1,0,1,0,0,0,0,0,copycat
copying,0,0,0,0,0,0,0,0,copying
copyright,0,0,0,0,0,0,0,0,copyright
coral,0,0,0,0,0,0,0,0,coral
cord,0,0,0,0,0,0,0,0,cord
cordon,0,0,0,0,0,0,0,0,cordon
corduroy,0,0,0,0,0,0,0,0,corduroy
core,0,0,0,0,0,0,0,0,core
cork,0,0,0,0,0,0,0,0,cork
corkscrew,0,0,0,0,0,0,0,0,corkscrew
corn,0,0,0,0,0,0,0,0,corn
cornea,0,0,0,0,0,0,0,0,cornea
corner,0,0,0,0,0,0,0,0,corner
cornet,0,0,0,0,0,0,0,0,cornet
cornice,0,0,0,0,0,0,0,0,cornice
cornstarch,0,0,0,0,0,0,0,0,cornstarch
corollary,0,0,0,0,0,0,0,0,corollary
corona,0,0,0,0,0,0,0,0,corona
coronation,0,0,0,0,1,0,0,1,coronation
coroner,0,0,0,0,0,0,0,0,coroner
corporal,0,0,0,0,0,0,0,0,corporal
corporate,0,0,0,0,0,0,0,0,corporate
corporation,0,0,0,0,0,0,0,1,corporation
corporeal,0,0,0,0,0,0,0,0,corporeal
corps,0,0,0,0,0,0,0,0,corp
corpse,0,0,1,0,0,1,0,0,corpse
corpus,0,0,0,0,0,0,0,0,corpus
corral,0,0,0,0,0,0,0,0,corral
correction,0,0,0,0,0,0,0,0,correction
corrective,0,0,0,0,0,0,0,0,corrective
correctness,0,0,0,0,0,0,0,1,correctness
correlation,0,0,0,0,0,0,0,0,correlation
correlative,0,0,0,0,0,0,0,0,correlative
correspond,0,0,0,0,0,0,0,0,correspond
correspondence,0,1,0,0,0,0,0,0,correspondence
correspondent,0,0,0,0,0,0,0,0,correspondent
corridor,0,0,0,0,0,0,0,0,corridor
corroborate,0,0,0,0,0,0,0,1,corroborate
corroboration,0,0,0,0,0,0,0,1,corroboration
corrosion,0,0,0,0,0,0,0,0,corrosion
corrosive,0,0,0,1,0,0,0,0,corrosive
corrupt,0,0,0,0,0,0,0,0,corrupt
corrupting,1,0,1,1,0,1,0,0,corrupt
corruption,0,0,1,0,0,0,0,0,corruption
corse,0,0,0,0,0,1,0,0,corse
corset,0,0,0,0,0,0,0,0,corset
cortex,0,0,0,0,0,0,0,0,cortex
cortical,0,0,0,0,0,0,0,0,cortical
corvette,0,0,0,0,0,0,0,0,corvette
cosmetic,0,0,0,0,0,0,0,0,cosmetic
cosmetics,0,0,0,0,0,0,0,0,cosmetic
cosmic,0,0,0,0,0,0,0,0,cosmic
cosmology,0,0,0,0,0,0,0,0,cosmology
cosmopolitan,0,0,0,0,0,0,0,1,cosmopolitan
cosmos,0,0,0,0,0,0,0,0,cosmos
cost,0,0,0,0,0,0,0,0,cost
costly,0,0,0,0,0,0,0,0,costly
costume,0,0,0,0,0,0,0,0,costume
cosy,0,0,0,0,0,0,0,0,cosy
cot,0,0,0,0,0,0,0,0,cot
cote,0,0,0,0,0,0,0,0,cote
cottage,0,0,0,0,0,0,0,0,cottage
cotton,0,0,0,0,0,0,0,0,cotton
couch,0,0,0,0,0,1,0,0,couch
cougar,0,0,0,0,0,0,0,0,cougar
cough,0,0,1,0,0,0,0,0,cough
council,0,1,0,0,0,0,0,1,council
counsel,0,0,0,0,0,0,0,1,counsel
counsellor,1,0,0,1,0,0,0,1,counsellor
counselor,0,0,0,0,0,0,0,1,counselor
count,0,0,0,0,0,0,0,1,count
countdown,0,1,0,0,0,0,0,0,countdown
countenance,0,0,0,0,0,0,0,0,countenance
counter,0,0,0,0,0,0,0,0,counter
counteract,0,0,0,0,0,0,0,0,counteract
counterbalance,0,0,0,0,0,0,0,0,counterbalance
counterclaim,0,0,0,0,0,0,0,0,counterclaim
counterpart,0,0,0,0,0,0,0,0,counterpart
countess,0,0,0,0,0,0,0,0,countess
countless,0,0,0,0,0,0,0,0,countless
country,0,0,0,0,0,0,0,0,country
countryman,0,0,0,0,0,0,0,1,countryman
counts,0,0,0,0,0,0,0,0,count
county,0,0,0,0,0,0,0,1,county
coup,1,0,0,0,0,0,1,0,coup
couple,0,0,0,0,0,0,0,0,couple
coupled,0,0,0,0,0,0,0,0,couple
coupon,0,0,0,0,0,0,0,0,coupon
courage,0,0,0,0,0,0,0,0,courage
courageous,0,0,0,1,0,0,0,0,courageous
courier,0,0,0,0,0,0,0,1,courier
courses,0,0,0,0,0,0,0,0,course
coursing,0,0,0,0,0,0,0,0,course
court,1,1,0,1,0,0,0,0,court
courteous,0,0,0,0,0,0,0,0,courteous
courtesy,0,0,0,0,0,0,0,0,courtesy
courthouse,0,0,0,0,0,0,0,0,courthouse
courts,0,0,0,0,0,0,0,0,court
courtship,0,1,0,0,1,0,0,1,courtship
courtyard,0,0,0,0,0,0,0,0,courtyard
cove,0,1,1,1,1,0,0,0,cove
covenant,0,0,0,0,0,0,0,1,covenant
cover,0,0,0,0,0,0,0,1,cover
covered,0,0,0,0,0,0,0,0,cover
covering,0,0,0,0,0,0,0,0,cover
covert,0,0,0,0,0,0,0,0,covert
covet,0,0,0,0,0,0,0,0,covet
cow,0,0,0,0,0,0,0,0,cow
coward,0,0,1,1,0,1,0,0,coward
cowardice,0,0,0,1,0,0,0,0,cowardice
cowardly,0,0,0,1,0,0,0,0,cowardly
cowboy,0,0,0,0,0,0,0,0,cowboy
cowhide,0,0,0,0,0,0,0,0,cowhide
cowl,0,0,0,0,0,0,0,0,cowl
coy,0,0,0,1,0,0,0,0,coy
coyote,0,0,0,1,0,0,0,0,coyote
crab,0,0,0,0,0,0,0,0,crab
crabby,1,0,0,0,0,0,0,0,crabby
crack,0,0,0,0,0,0,0,0,crack
cracked,1,0,0,1,0,0,0,0,crack
cracker,0,0,0,0,0,0,0,0,cracker
cracking,0,0,0,0,0,0,0,0,crack
crackle,0,0,0,0,0,0,0,0,crackle
cradle,0,1,0,0,1,0,0,1,cradle
craft,0,0,0,0,0,0,0,0,craft
craftsman,0,0,0,0,0,0,0,0,craftsman
crafty,0,0,0,0,0,0,0,0,crafty
crammed,0,0,0,0,0,0,0,0,crammed
cramp,0,1,0,0,0,0,0,0,cramp
cramped,0,0,0,0,0,0,0,0,cramped
crane,0,0,0,0,0,0,0,0,crane
cranium,0,0,0,0,0,0,0,0,cranium
crank,0,0,0,0,0,0,0,0,crank
cranky,1,0,0,0,0,0,0,0,cranky
crap,0,0,1,0,0,0,0,0,crap
craps,0,1,0,0,0,0,0,0,crap
crash,0,0,0,1,0,1,1,0,crash
crate,0,0,0,0,0,0,0,0,crate
crater,0,0,0,0,0,0,0,0,crater
crave,0,1,0,0,0,0,0,0,crave
craving,0,1,0,0,0,0,0,0,crave
crawfish,0,0,0,0,0,0,0,0,crawfish
crawl,0,0,1,0,0,0,0,0,crawl
crayons,0,0,0,0,0,0,0,0,crayon
craze,0,0,0,0,0,0,0,0,craze
crazed,1,0,0,1,0,0,0,0,craze
crazy,1,0,0,1,0,1,0,0,crazy
creaking,0,0,0,0,0,0,0,0,creak
cream,0,1,0,0,1,0,1,0,cream
creamer,0,0,0,0,0,0,0,0,creamer
creamy,0,0,0,0,0,0,0,0,creamy
crease,0,0,0,0,0,0,0,0,crease
create,0,0,0,0,1,0,0,0,create
creation,0,0,0,0,0,0,0,0,creation
creative,0,0,0,0,0,0,0,0,creative
creator,0,0,0,0,0,0,0,0,creator
creature,0,0,1,1,0,0,0,0,creature
credence,0,0,0,0,0,0,0,1,credence
credential,0,0,0,0,0,0,0,1,credential
credentials,0,0,0,0,0,0,0,0,credential
credibility,0,0,0,0,0,0,0,1,credibility
credible,0,0,0,0,0,0,0,1,credible
credit,0,0,0,0,0,0,0,1,credit
creditable,0,0,0,0,0,0,0,1,creditable
credited,0,0,0,0,0,0,0,0,credit
crediting,0,0,0,0,0,0,0,0,credit
creditor,0,0,0,0,0,0,0,0,creditor
creed,0,0,0,0,0,0,0,0,creed
creek,0,0,0,0,0,0,0,0,creek
creep,0,0,0,0,0,0,0,0,creep
creeping,0,1,0,0,0,0,0,0,creep
cremation,0,0,0,0,0,1,0,0,cremation
creole,0,0,0,0,0,0,0,0,creole
crescendo,0,1,0,0,1,0,1,1,crescendo
crescent,0,0,0,0,0,0,0,0,crescent
crevice,0,0,0,0,0,0,0,0,crevice
crew,0,0,0,0,0,0,0,1,crew
crib,0,0,0,0,0,0,0,0,crib
cricket,0,0,0,0,0,0,0,0,cricket
crime,1,0,0,0,0,0,0,0,crime
criminal,1,0,1,1,0,0,0,0,criminal
criminality,1,0,1,1,0,0,0,0,criminality
crimp,0,0,0,0,0,0,0,0,crimp
crimson,0,0,0,0,0,0,0,0,crimson
cringe,0,0,1,1,0,1,0,0,cringe
cripple,0,0,0,1,0,1,0,0,cripple
crippled,0,0,0,0,0,1,0,0,cripple
crisis,0,0,0,0,0,0,0,0,crisis
crisp,0,0,0,0,0,0,0,1,crisp
criterion,0,0,0,0,0,0,0,0,criterion
critic,0,0,0,0,0,0,0,0,critic
criticism,1,0,0,0,0,1,0,0,criticism
criticize,1,0,1,1,0,1,0,0,criticize
critique,0,0,0,0,0,0,0,0,critique
critter,0,0,1,0,0,0,0,0,critter
croak,0,0,0,0,0,0,0,0,croak
crock,0,0,0,0,0,0,0,0,crock
crockery,0,0,0,0,0,0,0,0,crockery
crocodile,0,0,0,1,0,0,0,0,crocodile
croft,0,0,0,0,0,0,0,0,croft
crook,0,0,0,0,0,0,0,0,crook
crop,0,0,0,0,0,0,0,0,crop
croquet,0,0,0,0,0,0,0,0,croquet
cross,1,0,0,1,0,1,0,0,cross
crossbow,0,0,0,0,0,0,0,0,crossbow
crossed,0,0,0,0,0,0,0,0,cross
crossing,0,0,0,0,0,0,0,0,cross
crotch,0,0,0,0,0,0,0,0,crotch
crouch,0,0,0,1,0,0,0,0,crouch
crouched,0,0,0,0,0,0,0,0,crouch
crouching,0,0,0,1,0,0,0,0,crouch
croupier,0,0,0,0,0,0,0,0,croupier
crow,0,0,0,0,0,0,0,0,crow
crowd,0,0,0,0,0,0,0,0,crowd
crowded,0,0,0,0,0,0,0,0,crowd
crown,0,0,0,0,0,0,0,0,crown
crowning,0,1,0,0,1,0,1,1,crown
crucial,0,0,0,0,0,0,0,1,crucial
cruciate,0,0,0,0,0,0,0,0,cruciate
crucifix,0,0,0,0,0,0,0,0,crucifix
crucifixion,1,0,1,1,0,1,0,0,crucifixion
crude,0,0,1,0,0,0,0,0,crude
cruel,1,0,1,1,0,1,0,0,cruel
cruelly,1,0,0,1,0,0,0,0,cruelly
cruelty,1,0,1,1,0,1,0,0,cruelty
cruise,0,0,0,0,0,0,0,0,cruise
cruiser,0,0,0,0,0,0,0,0,cruiser
crumb,0,0,0,0,0,0,0,0,crumb
crumbling,0,0,0,0,0,1,0,0,crumble
crunch,1,0,0,0,0,0,0,0,crunch
crusade,1,0,0,1,0,0,0,0,crusade
crush,0,0,0,0,0,0,0,0,crush
crushed,1,0,1,1,0,1,0,0,crush
crushing,1,0,1,1,0,0,0,0,crush
crust,0,0,0,0,0,0,0,0,crust
crusty,0,0,1,0,0,0,0,0,crusty
crutch,0,0,0,0,0,0,0,0,crutch
crux,0,0,0,0,0,0,0,0,crux
cry,0,0,0,0,0,1,0,0,cry
crying,0,0,0,0,0,1,0,0,cry
crypt,0,0,0,1,0,1,0,0,crypt
cryptic,0,0,0,0,0,0,0,0,cryptic
cryptography,0,0,0,0,0,0,0,0,cryptography
crystal,0,0,0,0,0,0,0,0,crystal
crystalline,0,0,0,0,0,0,0,0,crystalline
crystallization,0,0,0,0,0,0,0,0,crystallization
cub,0,0,0,0,0,0,0,0,cub
cube,0,0,0,0,0,0,0,1,cube
cubicle,0,0,0,0,0,0,0,0,cubicle
cuckold,0,0,1,0,0,0,0,0,cuckold
cuckoo,0,0,0,0,0,0,0,0,cuckoo
cuddle,0,0,0,0,1,0,0,1,cuddle
cue,0,1,0,0,0,0,0,0,cue
cuff,0,0,0,0,0,0,0,0,cuff
cuisine,0,0,0,0,0,0,0,0,cuisine
culinary,0,0,0,0,0,0,0,1,culinary
cull,0,0,0,0,0,0,0,0,cull
culminate,0,0,0,0,0,0,0,0,culminate
culmination,0,0,0,0,0,0,0,0,culmination
culpability,0,0,0,0,0,0,0,0,culpability
culpable,0,0,0,0,0,0,0,0,culpable
culprit,0,0,0,0,0,0,0,0,culprit
cult,0,0,0,1,0,0,0,0,cult
cultivate,0,1,0,0,0,0,0,1,cultivate
cultivated,0,0,0,0,0,0,0,0,cultivate
cultivation,0,0,0,0,0,0,0,0,cultivation
culture,0,0,0,0,0,0,0,0,culture
culvert,0,0,0,0,0,0,0,0,culvert
cumbersome,0,0,0,0,0,1,0,0,cumbersome
cumulus,0,0,0,0,0,0,0,0,cumulus
cunning,0,0,0,0,0,0,0,0,cunning
cup,0,0,0,0,0,0,0,0,cup
cupboard,0,0,0,0,0,0,0,0,cupboard
cupping,0,0,1,1,0,1,0,0,cup
cur,1,0,1,1,0,0,0,0,cur
curable,0,0,0,0,0,0,0,1,curable
curate,0,0,0,0,0,0,0,0,curate
curative,0,0,0,0,0,0,0,0,curative
curator,0,0,0,0,0,0,0,0,curator
curb,0,0,0,0,0,0,0,0,curb
curd,0,0,0,0,0,0,0,0,curd
curfew,0,0,0,0,0,0,0,0,curfew
curiosity,0,1,0,0,0,0,1,0,curiosity
curl,0,0,0,0,0,0,0,0,curl
curling,0,0,0,0,0,0,0,0,curl
currency,0,0,0,0,0,0,0,0,currency
current,0,0,0,0,0,0,0,0,current
curriculum,0,0,0,0,0,0,0,0,curriculum
curry,0,0,0,0,0,0,0,0,curry
curse,1,0,1,1,0,1,0,0,curse
cursed,1,0,0,1,0,1,0,0,curse
cursing,1,0,1,0,0,0,0,0,curse
cursory,0,0,0,0,0,0,0,0,cursory
curt,0,0,0,0,0,0,0,0,curt
curtail,0,0,0,0,0,0,0,0,curtail
curtailment,0,0,0,0,0,0,0,0,curtailment
curtain,0,0,0,0,0,0,0,0,curtain
curvature,0,0,0,0,0,0,0,0,curvature
curve,0,0,0,0,0,0,0,0,curve
curved,0,0,0,0,0,0,0,0,curve
curvilinear,0,0,0,0,0,0,0,0,curvilinear
cushion,0,0,0,0,0,0,0,0,cushion
cusp,0,0,0,0,0,0,0,0,cusp
cussed,1,0,0,0,0,0,0,0,cuss
custodian,0,0,0,0,0,0,0,1,custodian
custody,0,0,0,0,0,0,0,1,custody
custom,0,0,0,0,0,0,0,0,custom
customary,0,0,0,0,0,0,0,0,customary
customer,0,0,0,0,0,0,0,0,customer
cut,0,0,0,0,0,0,0,0,cut
cutaneous,0,0,0,0,0,0,0,0,cutaneous
cute,0,0,0,0,0,0,0,0,cute
cuticle,0,0,0,0,0,0,0,0,cuticle
cutlery,0,0,0,0,0,0,0,0,cutlery
cutter,0,0,0,1,0,0,0,0,cutter
cutters,0,0,0,0,0,0,0,0,cutter
cutthroat,1,0,0,1,0,0,0,0,cutthroat
cutting,1,0,1,1,0,1,0,0,cut
cuttings,0,0,0,0,0,0,0,0,cutting
cwt,0,0,0,0,0,0,0,0,cwt
cyanide,0,0,0,1,0,0,0,0,cyanide
cycle,0,0,0,0,0,0,0,0,cycle
cyclical,0,0,0,0,0,0,0,0,cyclical
cyclist,0,0,0,0,0,0,0,0,cyclist
cyclone,0,0,0,1,0,0,1,0,cyclone
cylinder,0,0,0,0,0,0,0,0,cylinder
cylindrical,0,0,0,0,0,0,0,0,cylindrical
cymbal,0,0,0,0,0,0,0,0,cymbal
cynic,0,0,0,0,0,0,0,0,cynic
cyst,0,0,0,1,0,1,0,0,cyst
cystic,0,0,1,0,0,0,0,0,cystic
cytomegalovirus,0,0,0,0,0,1,0,0,cytomegalovirus
cytoplasm,0,0,0,0,0,0,0,0,cytoplasm
czar,0,0,0,0,0,0,0,0,czar
dab,0,0,0,0,0,0,0,0,dab
dabble,0,0,0,0,0,0,0,0,dabble
dabbling,1,0,1,0,0,0,0,0,dabble
dad,0,0,0,0,0,0,0,0,dad
dado,0,0,0,0,0,0,0,0,dado
daemon,1,0,1,1,0,1,1,0,daemon
daft,0,0,1,0,0,0,0,0,daft
dagger,0,0,0,1,0,0,0,0,dagger
daily,0,1,0,0,0,0,0,0,daily
dainty,0,0,0,0,0,0,0,0,dainty
dairy,0,0,0,0,0,0,0,0,dairy
dak,0,0,0,0,0,0,0,0,dak
dale,0,0,0,0,0,0,0,0,dale
dam,0,0,0,0,0,0,0,0,dam
damage,1,0,1,0,0,1,0,0,damage
damages,0,0,0,0,0,1,0,0,damage
dame,1,0,1,0,0,0,0,1,dame
damn,1,0,1,0,0,0,0,0,damn
damnation,1,0,0,1,0,1,0,0,damnation
damned,0,0,0,0,0,0,0,0,damn
damp,0,0,0,0,0,0,0,0,damp
dampened,0,0,0,0,0,0,0,0,dampen
damper,0,0,0,0,0,0,0,0,damper
damsel,0,0,0,0,0,0,0,0,damsel
dance,0,0,0,0,1,0,0,1,dance
dancer,0,0,0,0,0,0,0,0,dancer
dandruff,0,0,0,0,0,0,0,0,dandruff
dandy,0,0,1,0,0,0,0,0,dandy
danger,0,0,0,1,0,1,0,0,danger
dangerous,0,0,0,1,0,0,0,0,dangerous
dangle,0,0,0,0,0,0,0,0,dangle
dank,0,0,1,0,0,0,0,0,dank
dapper,0,0,0,0,0,0,0,0,dapper
dare,0,1,0,0,0,0,0,1,dare
daring,0,0,0,0,0,0,0,0,dare
dark,0,0,0,0,0,1,0,0,dark
darken,0,0,0,1,0,1,0,0,darken
darkened,0,0,0,1,0,1,0,0,darken
darkly,0,0,0,0,0,0,0,0,darkly
darkness,1,0,0,1,0,1,0,0,darkness
darling,0,0,0,0,1,0,0,1,darling
darn,0,0,0,0,0,0,0,0,darn
dart,0,0,0,1,0,0,0,0,dart
dash,0,0,0,0,0,0,0,0,dash
dashboard,0,0,0,0,0,0,0,0,dashboard
dashed,1,0,0,1,0,1,0,0,dash
dashing,0,0,0,0,0,0,0,0,dash
dastardly,1,0,1,1,0,0,0,0,dastardly
data,0,0,0,0,0,0,0,0,data
database,0,0,0,0,0,0,0,0,database
date,0,0,0,0,0,0,0,0,date
daughter,0,0,0,0,1,0,0,0,daughter
dawn,0,1,0,0,1,0,1,1,dawn
day,0,0,0,0,0,0,0,0,day
daybreak,0,0,0,0,0,0,0,0,daybreak
daydreaming,0,0,0,0,0,0,0,0,daydream
daze,0,0,0,0,0,0,0,0,daze
dazed,0,0,0,0,0,0,0,0,daze
dazzling,0,0,0,0,0,0,0,0,dazzle
deacon,0,0,0,0,0,0,0,1,deacon
deactivate,0,0,0,0,0,0,0,0,deactivate
deadlock,0,0,0,0,0,0,0,0,deadlock
deadly,1,0,1,1,0,1,0,0,deadly
deaf,0,0,0,0,0,0,0,0,deaf
deafening,0,0,0,0,0,0,0,0,deafen
deafness,0,0,0,0,0,0,0,0,deafness
deal,0,1,0,0,1,0,1,1,deal
dealer,0,0,0,0,0,0,0,0,dealer
dealing,0,0,0,0,0,0,0,0,deal
dealings,0,0,0,0,0,0,0,1,dealing
dean,0,0,0,0,0,0,0,0,dean
dear,0,0,0,0,0,0,0,0,dear
dearth,0,0,0,0,0,0,0,0,dearth
death,1,1,1,1,0,1,1,0,death
debacle,0,0,0,1,0,1,0,0,debacle
debatable,0,0,0,0,0,0,0,0,debatable
debate,0,0,0,0,0,0,0,0,debate
debauchery,0,0,1,1,0,0,0,0,debauchery
debenture,0,1,0,0,0,0,0,0,debenture
debit,0,0,0,0,0,0,0,0,debit
debris,0,0,1,0,0,0,0,0,debris
debt,0,0,0,0,0,1,0,0,debt
debtor,0,0,0,0,0,0,0,0,debtor
debut,0,0,0,0,0,0,0,0,debut
decade,0,0,0,0,0,0,0,0,decade
decanter,0,0,0,0,0,0,0,0,decanter
decay,0,0,0,1,0,1,0,0,decay
decayed,0,0,1,0,0,1,0,0,decayed
deceased,0,0,0,0,0,1,0,0,decease
deceit,1,0,1,1,0,1,1,0,deceit
deceitful,0,0,1,0,0,1,0,0,deceitful
deceive,1,0,1,0,0,1,0,0,deceive
deceived,1,0,0,0,0,0,0,0,deceive
deceiving,0,0,0,0,0,0,0,1,deceive
decency,0,0,0,0,0,0,0,0,decency
decent,0,0,0,0,0,0,0,0,decent
deception,0,0,0,0,0,0,0,0,deception
deceptive,0,0,0,0,0,0,0,0,deceptive
decidedly,0,0,0,0,0,0,0,0,decidedly
deciduous,0,0,0,0,0,0,0,0,deciduous
decimal,0,0,0,0,0,0,0,0,decimal
decipher,0,0,0,0,0,0,0,0,decipher
decision,0,0,0,0,0,0,0,0,decision
decisive,0,0,0,0,0,0,0,0,decisive
deck,0,0,0,0,0,0,0,0,deck
declaration,0,0,0,0,0,0,0,0,declaration
declaratory,0,0,0,0,0,0,0,0,declaratory
declare,0,0,0,0,0,0,0,0,declare
declination,0,0,0,0,0,0,0,0,declination
decline,0,0,0,0,0,0,0,0,decline
declining,0,0,0,0,0,0,0,0,decline
decompose,0,0,1,0,0,0,0,0,decompose
decomposed,0,0,0,0,0,1,0,0,decompose
decomposition,0,0,1,1,0,1,0,0,decomposition
decorate,0,0,0,0,0,0,0,0,decorate
decoration,0,0,0,0,0,0,0,0,decoration
decorum,0,0,0,0,0,0,0,0,decorum
decoy,0,0,0,0,0,0,1,0,decoy
decrease,0,0,0,0,0,0,0,0,decrease
decreased,0,0,0,0,0,0,0,0,decrease
decreasing,0,0,0,0,0,0,0,0,decrease
decree,0,0,0,0,0,0,0,0,decree
decrement,0,0,0,0,0,0,0,0,decrement
decrepit,0,0,0,0,0,0,0,0,decrepit
decry,1,0,0,0,0,0,0,0,decry
dedication,0,0,0,0,0,0,0,0,dedication
deduce,0,0,0,0,0,0,0,0,deduce
deduct,0,0,0,0,0,0,0,0,deduct
deduction,0,0,0,0,0,0,0,0,deduction
deed,0,0,0,0,0,0,0,1,deed
deepen,0,0,0,0,0,0,0,0,deepen
deer,0,0,0,0,0,0,0,0,deer
defamation,0,0,1,1,0,0,0,0,defamation
defamatory,1,0,0,0,0,0,0,0,defamatory
default,0,0,1,1,0,1,0,0,default
defeat,0,0,0,0,0,0,0,0,defeat
defeated,0,0,0,0,0,1,0,0,defeat
defect,1,0,0,0,0,0,0,0,defect
defection,0,0,0,1,0,0,0,0,defection
defective,0,0,1,0,0,0,0,0,defective
defend,0,0,0,1,0,0,0,0,defend
defendant,1,0,0,1,0,1,0,0,defendant
defended,0,0,0,0,0,0,0,1,defend
defender,0,0,0,0,0,0,0,1,defender
defending,0,0,0,0,0,0,0,0,defend
defense,1,1,0,1,0,0,0,0,defense
defenseless,0,0,0,1,0,1,0,0,defenseless
defensible,0,0,0,0,0,0,0,0,defensible
defensive,0,0,0,0,0,0,0,0,defensive
defer,0,0,0,0,0,0,0,0,defer
deference,0,0,0,0,0,0,0,1,deference
deferral,0,0,0,0,0,0,0,0,deferral
deferring,0,0,0,0,0,0,0,0,defer
defiance,1,0,1,1,0,0,0,0,defiance
defiant,1,0,0,0,0,0,0,0,defiant
deficiency,0,0,0,0,0,0,0,0,deficiency
deficit,0,0,0,0,0,0,0,0,deficit
define,0,0,0,0,0,0,0,0,define
defined,0,0,0,0,0,0,0,0,define
definition,0,0,0,0,0,0,0,0,definition
definitive,0,0,0,0,0,0,0,1,definitive
deflate,1,0,0,0,0,1,0,0,deflate
deflation,0,0,0,1,0,0,0,0,deflation
deflect,0,0,0,0,0,0,0,0,deflect
deflection,0,0,0,0,0,0,0,0,deflection
defloration,0,0,0,0,0,0,0,0,defloration
deform,0,0,1,0,0,0,0,0,deform
deformed,0,0,1,0,0,1,0,0,deform
deformity,0,0,1,1,0,1,0,0,deformity
defraud,1,0,1,0,0,0,0,0,defraud
defray,0,0,0,0,0,0,0,0,defray
deft,0,0,0,0,0,0,0,0,deft
defunct,0,0,0,0,0,1,0,0,defunct
defy,1,0,0,1,0,1,1,0,defy
degeneracy,1,0,1,0,0,1,0,0,degeneracy
degenerate,0,0,0,0,0,0,0,0,degenerate
degeneration,0,0,0,0,0,0,0,0,degeneration
degradation,0,0,0,0,0,0,0,0,degradation
degrade,0,0,1,0,0,0,0,0,degrade
degrading,0,0,1,1,0,1,0,0,degrade
degree,0,0,0,0,0,0,0,0,degree
dehydrated,0,0,0,0,0,0,0,0,dehydrate
delay,1,0,1,1,0,1,0,0,delay
delayed,0,0,0,0,0,0,0,0,delayed
delectable,0,0,0,0,0,0,0,0,delectable
delegate,0,0,0,0,0,0,0,1,delegate
delegation,0,0,0,0,0,0,0,0,delegation
deleterious,1,0,1,1,0,0,0,0,deleterious
deletion,0,0,0,0,0,0,0,0,deletion
deliberate,0,0,0,0,0,0,0,0,deliberate
deliberation,0,0,0,0,0,0,0,0,deliberation
deliberative,0,0,0,0,0,0,0,0,deliberative
delicacy,0,0,0,0,0,0,0,0,delicacy
delicious,0,0,0,0,1,0,0,0,delicious
delight,0,1,0,0,1,0,0,0,delight
delighted,0,1,0,0,1,0,1,0,delighted
delightful,0,1,0,0,1,0,0,1,delightful
delineate,0,0,0,0,0,0,0,0,delineate
delineation,0,0,0,0,0,0,0,0,delineation
delinquency,0,0,0,0,0,0,0,0,delinquency
delinquent,1,0,1,0,0,0,0,0,delinquent
delirious,0,0,0,0,0,1,0,0,delirious
delirium,0,0,1,0,0,1,0,0,delirium
deliverance,0,1,0,0,1,0,0,1,deliverance
delivery,0,1,0,0,0,0,0,0,delivery
dell,0,0,0,0,0,0,0,0,dell
delta,0,0,0,0,0,0,0,0,delta
deluge,0,0,0,1,0,1,1,0,deluge
delusion,1,0,0,1,0,1,0,0,delusion
delusional,1,0,0,1,0,0,0,0,delusional
delve,0,0,0,0,0,0,0,0,delve
demand,1,0,0,0,0,0,0,0,demand
demanding,0,0,0,0,0,0,0,0,demand
demeanor,0,0,0,0,0,0,0,0,demeanor
demented,0,0,0,1,0,0,0,0,demented
dementia,0,0,0,1,0,1,0,0,dementia
demise,0,0,0,1,0,1,0,0,demise
democracy,0,0,0,0,0,0,0,0,democracy
democrat,0,0,0,0,0,0,0,0,democrat
